,video_frame,left,width,top,height,label
13132,57995_000109_Sideline_528,830,15,351,18,V17
13133,57995_000109_Sideline_528,797,18,298,21,H36
13134,57995_000109_Sideline_528,935,16,193,18,H59
13135,57995_000109_Sideline_528,799,17,325,21,H97
13136,57995_000109_Sideline_528,655,15,126,18,H23
13147,57995_000109_Sideline_529,523,20,530,20,H99
13148,57995_000109_Sideline_529,270,17,420,18,V74
13149,57995_000109_Sideline_529,299,21,618,20,V75
13150,57995_000109_Sideline_529,118,21,588,20,V65
13151,57995_000109_Sideline_529,774,20,414,20,H91
13152,57995_000109_Sideline_529,985,19,247,19,V68
13153,57995_000109_Sideline_529,586,16,196,17,V83
13154,57995_000109_Sideline_529,798,17,423,18,V77
13155,57995_000109_Sideline_529,776,17,333,19,H52
13156,57995_000109_Sideline_529,1014,21,470,20,H94
13157,57995_000109_Sideline_529,675,17,429,18,V60
13158,57995_000109_Sideline_529,1079,18,225,19,H21
13159,57995_000109_Sideline_529,797,18,298,21,H36
13160,57995_000109_Sideline_529,827,18,351,18,V17
13161,57995_000109_Sideline_529,695,15,168,17,V12
13162,57995_000109_Sideline_529,935,15,193,18,H59
13163,57995_000109_Sideline_529,902,19,126,17,H93
13164,57995_000109_Sideline_529,800,17,325,20,H97
13165,57995_000109_Sideline_529,655,15,126,19,H23
1130,57995_000109_Sideline_53,796,17,483,18,H21
1131,57995_000109_Sideline_53,668,18,404,17,H36
1132,57995_000109_Sideline_53,671,17,230,16,H59
1133,57995_000109_Sideline_53,750,15,147,18,H23
1134,57995_000109_Sideline_53,1105,17,321,18,H30
1135,57995_000109_Sideline_53,677,16,315,17,H52
1136,57995_000109_Sideline_53,365,15,315,17,V15
1137,57995_000109_Sideline_53,212,16,331,16,V27
1138,57995_000109_Sideline_53,486,14,179,16,V12
1139,57995_000109_Sideline_53,486,15,271,16,V74
1140,57995_000109_Sideline_53,461,15,407,16,V77
1141,57995_000109_Sideline_53,471,15,457,17,V17
1142,57995_000109_Sideline_53,498,14,217,18,H93
1143,57995_000109_Sideline_53,493,15,320,17,V65
1144,57995_000109_Sideline_53,483,14,216,17,V83
1145,57995_000109_Sideline_53,486,16,416,15,H94
1146,57995_000109_Sideline_53,514,14,285,15,H97
1147,57995_000109_Sideline_53,475,16,385,16,V75
1148,57995_000109_Sideline_54,796,17,483,18,H21
1149,57995_000109_Sideline_54,668,17,404,17,H36
1150,57995_000109_Sideline_54,751,14,147,17,H23
1151,57995_000109_Sideline_54,1104,18,321,19,H30
1152,57995_000109_Sideline_54,676,16,316,17,H52
1153,57995_000109_Sideline_54,671,16,229,17,H59
1154,57995_000109_Sideline_54,362,15,315,18,V15
1155,57995_000109_Sideline_54,213,16,331,17,V27
1156,57995_000109_Sideline_54,487,15,178,16,V12
1157,57995_000109_Sideline_54,488,15,271,17,V74
1158,57995_000109_Sideline_54,474,14,457,17,V17
1159,57995_000109_Sideline_54,461,15,407,18,V77
1160,57995_000109_Sideline_54,493,15,320,17,V65
1161,57995_000109_Sideline_54,475,16,385,16,V75
1162,57995_000109_Sideline_54,513,15,285,14,H97
1163,57995_000109_Sideline_54,497,13,217,17,H93
1164,57995_000109_Sideline_54,485,13,217,16,V83
1165,57995_000109_Sideline_54,483,15,417,14,H94
1166,57995_000109_Sideline_55,797,17,483,18,H21
1167,57995_000109_Sideline_55,668,16,405,15,H36
1168,57995_000109_Sideline_55,675,16,315,17,H52
1169,57995_000109_Sideline_55,750,16,146,18,H23
1170,57995_000109_Sideline_55,671,16,229,16,H59
1171,57995_000109_Sideline_55,1105,18,322,17,H30
1172,57995_000109_Sideline_55,215,15,332,16,V27
1173,57995_000109_Sideline_55,360,15,316,18,V15
1174,57995_000109_Sideline_55,490,14,178,15,V12
1175,57995_000109_Sideline_55,475,16,457,16,V17
1176,57995_000109_Sideline_55,490,15,271,18,V74
1177,57995_000109_Sideline_55,463,18,410,17,V77
1178,57995_000109_Sideline_55,513,14,284,16,H97
1179,57995_000109_Sideline_55,476,15,385,16,V75
1180,57995_000109_Sideline_55,494,14,319,17,V65
1181,57995_000109_Sideline_55,483,13,219,13,H93
1183,57995_000109_Sideline_56,797,17,483,18,H21
1184,57995_000109_Sideline_56,674,17,315,17,H52
1185,57995_000109_Sideline_56,1106,19,321,18,H30
1186,57995_000109_Sideline_56,751,16,146,18,H23
1187,57995_000109_Sideline_56,667,17,404,16,H36
1188,57995_000109_Sideline_56,670,17,229,16,H59
1189,57995_000109_Sideline_56,216,16,333,17,V27
1190,57995_000109_Sideline_56,491,14,177,15,V12
1191,57995_000109_Sideline_56,358,14,318,16,V15
1192,57995_000109_Sideline_56,478,15,455,17,V17
1193,57995_000109_Sideline_56,481,15,217,14,H93
1194,57995_000109_Sideline_56,493,13,272,17,V74
1195,57995_000109_Sideline_56,475,15,384,17,V75
1196,57995_000109_Sideline_56,465,16,410,17,V77
1197,57995_000109_Sideline_56,512,14,283,15,H97
1198,57995_000109_Sideline_56,493,15,317,16,V65
1199,57995_000109_Sideline_56,475,14,372,15,H91
1200,57995_000109_Sideline_57,797,18,483,17,H21
1201,57995_000109_Sideline_57,673,18,315,17,H52
1202,57995_000109_Sideline_57,752,15,146,18,H23
1203,57995_000109_Sideline_57,1107,18,322,17,H30
1204,57995_000109_Sideline_57,667,17,404,17,H36
1205,57995_000109_Sideline_57,670,16,228,17,H59
1206,57995_000109_Sideline_57,493,15,176,16,V12
1207,57995_000109_Sideline_57,355,16,319,17,V15
1208,57995_000109_Sideline_57,218,16,334,17,V27
1209,57995_000109_Sideline_57,480,16,455,17,V17
1210,57995_000109_Sideline_57,475,14,384,17,V75
1211,57995_000109_Sideline_57,495,14,273,17,V74
1212,57995_000109_Sideline_57,464,16,411,17,V77
1213,57995_000109_Sideline_57,493,15,316,16,V65
1214,57995_000109_Sideline_57,511,14,282,13,H97
1215,57995_000109_Sideline_57,507,13,315,14,H99
1216,57995_000109_Sideline_57,480,15,216,14,V83
1217,57995_000109_Sideline_57,493,14,215,14,H93
1218,57995_000109_Sideline_58,797,18,483,17,H21
1219,57995_000109_Sideline_58,672,18,316,17,H52
1220,57995_000109_Sideline_58,1107,19,322,17,H30
1221,57995_000109_Sideline_58,752,16,146,17,H23
1222,57995_000109_Sideline_58,670,16,228,17,H59
1223,57995_000109_Sideline_58,666,17,405,16,H36
1224,57995_000109_Sideline_58,353,15,319,19,V15
1225,57995_000109_Sideline_58,220,16,335,16,V27
1226,57995_000109_Sideline_58,495,15,176,15,V12
1227,57995_000109_Sideline_58,482,15,454,17,V17
1228,57995_000109_Sideline_58,474,14,383,18,V75
1229,57995_000109_Sideline_58,462,15,411,16,V77
1230,57995_000109_Sideline_58,478,14,215,13,V83
1231,57995_000109_Sideline_58,493,15,314,17,V65
1232,57995_000109_Sideline_58,497,14,275,16,V74
1233,57995_000109_Sideline_58,511,13,281,14,H97
1234,57995_000109_Sideline_58,508,13,315,14,H99
1235,57995_000109_Sideline_58,493,15,215,14,H93
1236,57995_000109_Sideline_59,1108,17,321,17,H30
1237,57995_000109_Sideline_59,797,18,483,18,H21
1238,57995_000109_Sideline_59,672,17,316,17,H52
1239,57995_000109_Sideline_59,754,14,146,17,H23
1240,57995_000109_Sideline_59,665,17,405,16,H36
1241,57995_000109_Sideline_59,669,16,228,16,H59
1242,57995_000109_Sideline_59,222,16,334,17,V27
1243,57995_000109_Sideline_59,351,14,320,18,V15
1244,57995_000109_Sideline_59,497,15,174,16,V12
1245,57995_000109_Sideline_59,461,15,411,17,V77
1246,57995_000109_Sideline_59,486,16,452,18,V17
1247,57995_000109_Sideline_59,477,13,214,13,V83
1248,57995_000109_Sideline_59,472,16,384,16,V75
1249,57995_000109_Sideline_59,492,16,313,17,V68
1250,57995_000109_Sideline_59,508,13,313,15,H99
1251,57995_000109_Sideline_59,509,14,281,14,H97
1252,57995_000109_Sideline_59,496,15,323,15,V65
1253,57995_000109_Sideline_59,492,14,215,13,H93
116,57995_000109_Sideline_6,681,16,314,16,H52
117,57995_000109_Sideline_6,738,16,150,16,H23
118,57995_000109_Sideline_6,532,15,213,17,H93
119,57995_000109_Sideline_6,516,16,390,17,H91
120,57995_000109_Sideline_6,469,14,244,16,V83
121,57995_000109_Sideline_6,528,15,290,18,H97
122,57995_000109_Sideline_6,680,17,393,16,H36
123,57995_000109_Sideline_6,526,15,338,18,H99
124,57995_000109_Sideline_6,1087,18,329,17,H30
125,57995_000109_Sideline_6,187,16,309,17,V27
126,57995_000109_Sideline_6,687,16,238,17,H59
127,57995_000109_Sideline_6,496,14,325,16,V65
128,57995_000109_Sideline_6,479,14,295,16,V68
129,57995_000109_Sideline_6,446,14,315,17,V15
130,57995_000109_Sideline_6,425,16,458,15,V17
131,57995_000109_Sideline_6,464,15,404,17,H94
132,57995_000109_Sideline_6,471,12,266,17,V74
133,57995_000109_Sideline_6,457,15,169,16,V12
134,57995_000109_Sideline_6,518,16,421,17,H21
135,57995_000109_Sideline_6,469,15,351,18,V60
136,57995_000109_Sideline_6,468,14,372,17,V77
137,57995_000109_Sideline_6,468,15,363,20,V75
1254,57995_000109_Sideline_60,797,18,483,18,H21
1255,57995_000109_Sideline_60,1109,17,321,17,H30
1256,57995_000109_Sideline_60,671,16,317,16,H52
1257,57995_000109_Sideline_60,665,17,405,17,H36
1258,57995_000109_Sideline_60,669,16,228,16,H59
1259,57995_000109_Sideline_60,754,16,146,16,H23
1260,57995_000109_Sideline_60,348,15,320,19,V15
1261,57995_000109_Sideline_60,224,16,335,15,V27
1262,57995_000109_Sideline_60,499,16,173,16,V12
1263,57995_000109_Sideline_60,488,15,451,17,V17
1264,57995_000109_Sideline_60,477,13,214,12,V83
1265,57995_000109_Sideline_60,461,15,411,18,V77
1266,57995_000109_Sideline_60,470,17,384,18,V75
1267,57995_000109_Sideline_60,490,14,211,14,H93
1268,57995_000109_Sideline_60,492,15,313,17,V68
1269,57995_000109_Sideline_60,503,16,279,15,V74
1270,57995_000109_Sideline_60,497,15,322,15,V65
1271,57995_000109_Sideline_61,797,18,483,18,H21
1272,57995_000109_Sideline_61,670,17,317,17,H52
1273,57995_000109_Sideline_61,346,15,321,19,V15
1274,57995_000109_Sideline_61,1110,17,321,17,H30
1275,57995_000109_Sideline_61,667,16,228,16,H59
1276,57995_000109_Sideline_61,665,17,406,16,H36
1277,57995_000109_Sideline_61,226,16,335,16,V27
1278,57995_000109_Sideline_61,755,15,146,16,H23
1279,57995_000109_Sideline_61,501,15,173,16,V12
1280,57995_000109_Sideline_61,489,18,450,19,V17
1281,57995_000109_Sideline_61,467,18,384,18,V75
1282,57995_000109_Sideline_61,459,14,411,17,V77
1283,57995_000109_Sideline_61,473,15,212,14,V83
1284,57995_000109_Sideline_61,491,17,313,17,V68
1285,57995_000109_Sideline_61,497,15,321,15,V65
1286,57995_000109_Sideline_61,505,15,280,13,V74
1287,57995_000109_Sideline_61,489,13,211,15,H93
1289,57995_000109_Sideline_62,798,17,483,18,H21
1290,57995_000109_Sideline_62,1110,17,321,16,H30
1291,57995_000109_Sideline_62,228,17,335,16,V27
1292,57995_000109_Sideline_62,343,16,321,20,V15
1293,57995_000109_Sideline_62,670,16,317,18,H52
1294,57995_000109_Sideline_62,666,16,228,17,H59
1295,57995_000109_Sideline_62,664,17,405,17,H36
1296,57995_000109_Sideline_62,755,15,145,17,H23
1297,57995_000109_Sideline_62,502,16,172,17,V12
1298,57995_000109_Sideline_62,490,19,450,18,V17
1299,57995_000109_Sideline_62,472,15,212,14,V83
1300,57995_000109_Sideline_62,467,18,383,18,V75
1301,57995_000109_Sideline_62,457,15,412,16,V77
1302,57995_000109_Sideline_62,488,14,211,15,H93
1303,57995_000109_Sideline_62,491,17,313,18,V68
1304,57995_000109_Sideline_62,497,15,320,17,V65
1305,57995_000109_Sideline_62,505,15,281,12,V74
1307,57995_000109_Sideline_63,798,17,483,18,H21
1308,57995_000109_Sideline_63,1110,17,321,17,H30
1309,57995_000109_Sideline_63,341,16,322,20,V15
1310,57995_000109_Sideline_63,670,16,319,18,H52
1311,57995_000109_Sideline_63,665,16,228,17,H59
1312,57995_000109_Sideline_63,230,16,335,16,V27
1313,57995_000109_Sideline_63,755,16,145,17,H23
1314,57995_000109_Sideline_63,663,17,406,16,H36
1315,57995_000109_Sideline_63,507,14,172,15,V12
1316,57995_000109_Sideline_63,494,18,451,17,V17
1317,57995_000109_Sideline_63,471,15,211,15,V83
1318,57995_000109_Sideline_63,464,19,383,19,V75
1319,57995_000109_Sideline_63,456,16,412,16,V77
1320,57995_000109_Sideline_63,491,17,313,18,V68
1321,57995_000109_Sideline_63,487,13,212,15,H93
1322,57995_000109_Sideline_63,505,14,280,13,V74
1325,57995_000109_Sideline_64,798,17,483,18,H21
1326,57995_000109_Sideline_64,339,17,322,20,V15
1327,57995_000109_Sideline_64,1110,17,321,17,H30
1328,57995_000109_Sideline_64,668,16,320,18,H52
1329,57995_000109_Sideline_64,665,16,228,16,H59
1330,57995_000109_Sideline_64,756,16,145,17,H23
1331,57995_000109_Sideline_64,233,16,335,16,V27
1332,57995_000109_Sideline_64,662,17,406,17,H36
1333,57995_000109_Sideline_64,508,14,171,15,V12
1334,57995_000109_Sideline_64,464,17,383,19,V75
1335,57995_000109_Sideline_64,498,15,451,16,V17
1336,57995_000109_Sideline_64,456,16,412,17,V77
1337,57995_000109_Sideline_64,471,14,211,15,H93
1338,57995_000109_Sideline_64,491,16,313,17,V68
1339,57995_000109_Sideline_64,461,15,371,16,V60
1340,57995_000109_Sideline_64,497,15,321,15,V65
1341,57995_000109_Sideline_65,798,17,484,17,H21
1342,57995_000109_Sideline_65,1111,17,320,18,H30
1343,57995_000109_Sideline_65,664,16,227,17,H59
1344,57995_000109_Sideline_65,668,15,321,18,H52
1345,57995_000109_Sideline_65,337,16,323,19,V15
1346,57995_000109_Sideline_65,756,16,145,17,H23
1347,57995_000109_Sideline_65,237,16,335,16,V27
1348,57995_000109_Sideline_65,662,17,407,17,H36
1349,57995_000109_Sideline_65,511,14,170,16,V12
1350,57995_000109_Sideline_65,501,15,450,15,V17
1351,57995_000109_Sideline_65,463,18,382,20,V75
1352,57995_000109_Sideline_65,455,16,411,18,V77
1353,57995_000109_Sideline_65,471,14,210,15,H93
1354,57995_000109_Sideline_65,491,16,314,16,V68
1355,57995_000109_Sideline_66,799,17,483,18,H21
1356,57995_000109_Sideline_66,667,15,322,18,H52
1357,57995_000109_Sideline_66,1111,17,321,16,H30
1358,57995_000109_Sideline_66,663,16,228,16,H59
1359,57995_000109_Sideline_66,756,17,145,17,H23
1360,57995_000109_Sideline_66,336,15,323,20,V15
1361,57995_000109_Sideline_66,239,17,335,17,V27
1362,57995_000109_Sideline_66,513,14,170,16,V12
1363,57995_000109_Sideline_66,661,17,407,18,H36
1364,57995_000109_Sideline_66,463,17,383,19,V75
1365,57995_000109_Sideline_66,469,15,210,15,V83
1366,57995_000109_Sideline_66,455,16,411,19,V77
1367,57995_000109_Sideline_66,503,15,448,15,V17
1368,57995_000109_Sideline_66,490,16,314,16,V68
1369,57995_000109_Sideline_66,483,14,208,14,H93
1370,57995_000109_Sideline_67,799,17,483,18,H21
1371,57995_000109_Sideline_67,666,15,324,17,H52
1372,57995_000109_Sideline_67,1111,17,321,16,H30
1373,57995_000109_Sideline_67,756,17,145,17,H23
1374,57995_000109_Sideline_67,335,15,324,19,V15
1375,57995_000109_Sideline_67,662,17,228,16,H59
1376,57995_000109_Sideline_67,243,15,336,17,V27
1377,57995_000109_Sideline_67,515,15,170,16,V12
1378,57995_000109_Sideline_67,661,17,410,16,H36
1379,57995_000109_Sideline_67,505,15,447,15,V17
1380,57995_000109_Sideline_67,462,17,384,19,V75
1381,57995_000109_Sideline_67,470,13,211,14,V83
1382,57995_000109_Sideline_67,455,15,411,18,V77
1383,57995_000109_Sideline_67,482,14,207,16,H93
1384,57995_000109_Sideline_67,490,16,315,16,V68
1386,57995_000109_Sideline_68,800,17,483,17,H21
1387,57995_000109_Sideline_68,666,15,324,18,H52
1388,57995_000109_Sideline_68,757,16,145,17,H23
1389,57995_000109_Sideline_68,1111,17,321,16,H30
1390,57995_000109_Sideline_68,662,15,227,17,H59
1391,57995_000109_Sideline_68,333,15,325,19,V15
1392,57995_000109_Sideline_68,245,17,336,17,V27
1393,57995_000109_Sideline_68,661,17,410,17,H36
1394,57995_000109_Sideline_68,518,14,169,16,V12
1395,57995_000109_Sideline_68,466,14,212,14,V83
1396,57995_000109_Sideline_68,509,14,446,14,H94
1397,57995_000109_Sideline_68,462,16,385,18,V75
1398,57995_000109_Sideline_68,481,15,205,18,H93
1399,57995_000109_Sideline_68,456,16,368,17,V60
1400,57995_000109_Sideline_68,453,15,410,18,H91
1401,57995_000109_Sideline_68,467,18,418,17,V77
1402,57995_000109_Sideline_68,490,16,315,16,V68
1403,57995_000109_Sideline_69,800,17,482,18,H21
1404,57995_000109_Sideline_69,1111,17,320,17,H30
1405,57995_000109_Sideline_69,757,16,144,18,H23
1406,57995_000109_Sideline_69,660,17,227,17,H59
1407,57995_000109_Sideline_69,331,15,326,19,V15
1408,57995_000109_Sideline_69,248,16,337,16,V27
1409,57995_000109_Sideline_69,665,15,325,18,H52
1410,57995_000109_Sideline_69,519,15,169,16,V12
1411,57995_000109_Sideline_69,660,17,410,17,H36
1412,57995_000109_Sideline_69,463,15,212,14,V83
1413,57995_000109_Sideline_69,511,15,444,15,H94
1414,57995_000109_Sideline_69,480,16,205,17,H93
1415,57995_000109_Sideline_69,461,16,387,18,V75
1416,57995_000109_Sideline_69,452,15,412,18,H91
1417,57995_000109_Sideline_69,466,17,418,17,V77
1418,57995_000109_Sideline_69,490,16,314,17,V68
1419,57995_000109_Sideline_69,505,16,277,16,V74
139,57995_000109_Sideline_7,681,16,314,16,H52
140,57995_000109_Sideline_7,737,16,150,17,H23
141,57995_000109_Sideline_7,532,15,213,17,H93
142,57995_000109_Sideline_7,469,14,244,16,V83
143,57995_000109_Sideline_7,516,15,389,17,H91
144,57995_000109_Sideline_7,528,15,290,18,H97
145,57995_000109_Sideline_7,680,17,394,15,H36
146,57995_000109_Sideline_7,526,15,338,18,H99
147,57995_000109_Sideline_7,188,15,309,16,V27
148,57995_000109_Sideline_7,687,16,238,17,H59
149,57995_000109_Sideline_7,1088,17,329,17,H30
150,57995_000109_Sideline_7,496,14,325,16,V65
151,57995_000109_Sideline_7,479,14,295,16,V68
152,57995_000109_Sideline_7,465,15,403,18,H94
153,57995_000109_Sideline_7,446,14,315,17,V15
154,57995_000109_Sideline_7,425,16,458,15,V17
155,57995_000109_Sideline_7,457,15,168,16,V12
156,57995_000109_Sideline_7,519,16,421,17,H21
157,57995_000109_Sideline_7,471,12,266,17,V74
158,57995_000109_Sideline_7,470,15,351,18,V60
159,57995_000109_Sideline_7,467,15,372,16,V77
160,57995_000109_Sideline_7,468,15,362,21,V75
1421,57995_000109_Sideline_70,800,17,482,18,H21
1422,57995_000109_Sideline_70,1110,17,320,17,H30
1423,57995_000109_Sideline_70,757,17,144,18,H23
1424,57995_000109_Sideline_70,659,16,227,17,H59
1425,57995_000109_Sideline_70,521,15,169,16,V12
1426,57995_000109_Sideline_70,251,16,338,16,V27
1427,57995_000109_Sideline_70,664,15,325,19,H52
1428,57995_000109_Sideline_70,328,15,326,19,V15
1429,57995_000109_Sideline_70,658,17,411,16,H36
1430,57995_000109_Sideline_70,462,15,212,14,V83
1431,57995_000109_Sideline_70,514,14,442,15,H94
1432,57995_000109_Sideline_70,460,16,388,18,V75
1433,57995_000109_Sideline_70,464,17,418,17,V77
1434,57995_000109_Sideline_70,479,16,205,16,H93
1435,57995_000109_Sideline_70,455,15,368,20,V60
1436,57995_000109_Sideline_70,451,15,412,19,H91
1437,57995_000109_Sideline_70,490,16,314,16,V68
1438,57995_000109_Sideline_70,506,14,276,17,V74
1439,57995_000109_Sideline_71,799,17,481,18,H21
1440,57995_000109_Sideline_71,1110,18,320,17,H30
1441,57995_000109_Sideline_71,757,17,144,18,H23
1442,57995_000109_Sideline_71,659,16,227,16,H59
1443,57995_000109_Sideline_71,523,15,169,16,V12
1444,57995_000109_Sideline_71,326,16,327,19,V15
1445,57995_000109_Sideline_71,662,15,326,19,H52
1446,57995_000109_Sideline_71,656,19,411,18,H36
1447,57995_000109_Sideline_71,254,16,338,16,V27
1448,57995_000109_Sideline_71,515,15,440,16,H94
1449,57995_000109_Sideline_71,459,16,388,18,V75
1450,57995_000109_Sideline_71,461,14,212,14,V83
1451,57995_000109_Sideline_71,450,14,412,19,H91
1452,57995_000109_Sideline_71,465,16,419,17,V77
1453,57995_000109_Sideline_71,477,16,204,15,H93
1454,57995_000109_Sideline_71,491,15,314,16,V68
1455,57995_000109_Sideline_71,455,15,368,20,V60
1456,57995_000109_Sideline_71,506,15,274,17,V74
1458,57995_000109_Sideline_72,797,19,481,18,H21
1459,57995_000109_Sideline_72,1109,18,320,17,H30
1460,57995_000109_Sideline_72,757,16,144,18,H23
1461,57995_000109_Sideline_72,657,16,228,16,H59
1462,57995_000109_Sideline_72,324,15,326,19,V15
1463,57995_000109_Sideline_72,660,15,326,18,H52
1464,57995_000109_Sideline_72,256,16,338,15,V27
1465,57995_000109_Sideline_72,525,14,169,15,V12
1466,57995_000109_Sideline_72,656,18,412,17,H36
1467,57995_000109_Sideline_72,517,15,440,14,H94
1468,57995_000109_Sideline_72,460,13,213,14,V83
1469,57995_000109_Sideline_72,457,16,388,17,V75
1470,57995_000109_Sideline_72,448,14,414,18,H91
1471,57995_000109_Sideline_72,464,17,420,17,V77
1472,57995_000109_Sideline_72,476,15,204,16,H93
1473,57995_000109_Sideline_72,453,15,368,20,V60
1474,57995_000109_Sideline_72,490,16,314,15,V68
1475,57995_000109_Sideline_72,507,14,272,20,V74
1477,57995_000109_Sideline_73,798,17,480,18,H21
1478,57995_000109_Sideline_73,1109,18,320,17,H30
1479,57995_000109_Sideline_73,757,16,144,17,H23
1480,57995_000109_Sideline_73,657,15,228,16,H59
1481,57995_000109_Sideline_73,526,15,168,16,V12
1482,57995_000109_Sideline_73,321,15,327,19,V15
1483,57995_000109_Sideline_73,656,17,412,17,H36
1484,57995_000109_Sideline_73,520,15,438,15,H94
1485,57995_000109_Sideline_73,659,15,327,17,H52
1486,57995_000109_Sideline_73,260,15,338,15,V27
1487,57995_000109_Sideline_73,457,16,388,17,V75
1488,57995_000109_Sideline_73,459,14,213,15,V83
1489,57995_000109_Sideline_73,476,15,202,17,H93
1490,57995_000109_Sideline_73,448,14,412,17,H91
1491,57995_000109_Sideline_73,460,16,422,17,V77
1492,57995_000109_Sideline_73,507,14,272,16,V74
1494,57995_000109_Sideline_74,798,17,479,18,H21
1495,57995_000109_Sideline_74,1109,18,319,18,H30
1496,57995_000109_Sideline_74,758,16,144,17,H23
1497,57995_000109_Sideline_74,320,14,327,19,V15
1498,57995_000109_Sideline_74,530,14,167,17,V12
1499,57995_000109_Sideline_74,656,15,228,16,H59
1500,57995_000109_Sideline_74,523,14,437,15,H94
1501,57995_000109_Sideline_74,655,17,412,17,H36
1502,57995_000109_Sideline_74,657,15,327,17,H52
1503,57995_000109_Sideline_74,263,17,338,16,V27
1504,57995_000109_Sideline_74,460,16,422,18,V77
1505,57995_000109_Sideline_74,457,15,213,15,V83
1506,57995_000109_Sideline_74,448,13,412,17,H91
1507,57995_000109_Sideline_74,474,16,202,16,H93
1508,57995_000109_Sideline_74,456,16,388,17,V75
1509,57995_000109_Sideline_74,508,12,270,15,V74
1510,57995_000109_Sideline_74,490,16,315,13,V68
1513,57995_000109_Sideline_75,798,17,478,18,H21
1514,57995_000109_Sideline_75,1108,19,319,18,H30
1515,57995_000109_Sideline_75,758,16,144,17,H23
1516,57995_000109_Sideline_75,316,15,327,19,V15
1517,57995_000109_Sideline_75,655,15,228,17,H59
1518,57995_000109_Sideline_75,531,14,167,15,V12
1519,57995_000109_Sideline_75,525,15,437,15,H94
1520,57995_000109_Sideline_75,459,17,423,18,V77
1521,57995_000109_Sideline_75,656,15,328,17,H52
1522,57995_000109_Sideline_75,654,18,412,18,H36
1523,57995_000109_Sideline_75,456,14,214,14,V83
1524,57995_000109_Sideline_75,267,15,337,15,V27
1525,57995_000109_Sideline_75,448,13,411,16,H91
1526,57995_000109_Sideline_75,472,15,202,16,H93
1527,57995_000109_Sideline_75,491,15,314,14,V68
1528,57995_000109_Sideline_75,454,15,388,16,V75
1529,57995_000109_Sideline_75,451,16,371,19,V60
1530,57995_000109_Sideline_75,506,14,269,15,V74
1532,57995_000109_Sideline_76,797,18,477,18,H21
1533,57995_000109_Sideline_76,1109,18,319,19,H30
1534,57995_000109_Sideline_76,759,16,144,16,H23
1535,57995_000109_Sideline_76,533,14,166,16,V12
1536,57995_000109_Sideline_76,655,15,228,17,H59
1537,57995_000109_Sideline_76,528,15,435,15,H94
1538,57995_000109_Sideline_76,271,16,337,15,V27
1539,57995_000109_Sideline_76,458,17,423,17,V77
1540,57995_000109_Sideline_76,313,16,327,19,V15
1541,57995_000109_Sideline_76,655,15,327,18,H52
1542,57995_000109_Sideline_76,455,13,214,15,V83
1543,57995_000109_Sideline_76,654,18,412,18,H36
1544,57995_000109_Sideline_76,447,14,411,16,H91
1545,57995_000109_Sideline_76,472,15,202,18,H93
1546,57995_000109_Sideline_76,454,15,389,16,V75
1547,57995_000109_Sideline_76,451,16,369,19,V60
1548,57995_000109_Sideline_76,492,15,314,14,V68
1549,57995_000109_Sideline_76,511,16,277,16,H97
1550,57995_000109_Sideline_76,503,14,266,14,V74
1552,57995_000109_Sideline_77,760,15,143,17,H23
1553,57995_000109_Sideline_77,1108,19,319,17,H30
1554,57995_000109_Sideline_77,798,17,475,18,H21
1555,57995_000109_Sideline_77,653,17,229,16,H59
1556,57995_000109_Sideline_77,536,14,166,14,V12
1557,57995_000109_Sideline_77,530,15,435,15,V17
1558,57995_000109_Sideline_77,275,15,337,15,V27
1559,57995_000109_Sideline_77,310,16,327,18,V15
1560,57995_000109_Sideline_77,454,14,215,15,V83
1561,57995_000109_Sideline_77,653,18,412,17,H36
1562,57995_000109_Sideline_77,654,16,328,17,H52
1563,57995_000109_Sideline_77,458,17,423,17,H94
1564,57995_000109_Sideline_77,471,15,202,17,H93
1565,57995_000109_Sideline_77,454,15,389,16,H91
1566,57995_000109_Sideline_77,451,16,369,19,V75
1567,57995_000109_Sideline_77,513,17,276,17,H97
1568,57995_000109_Sideline_77,447,14,410,17,V77
1569,57995_000109_Sideline_77,493,13,315,13,V65
1570,57995_000109_Sideline_77,505,14,267,15,V74
1572,57995_000109_Sideline_78,1107,19,319,17,H30
1573,57995_000109_Sideline_78,798,17,474,17,H21
1574,57995_000109_Sideline_78,760,15,143,17,H23
1575,57995_000109_Sideline_78,653,16,230,16,H59
1576,57995_000109_Sideline_78,278,15,337,17,V27
1577,57995_000109_Sideline_78,532,15,434,15,V17
1578,57995_000109_Sideline_78,538,14,165,15,V12
1579,57995_000109_Sideline_78,308,15,327,18,V15
1580,57995_000109_Sideline_78,652,18,412,17,H36
1581,57995_000109_Sideline_78,453,14,215,15,V83
1582,57995_000109_Sideline_78,652,16,328,18,H52
1583,57995_000109_Sideline_78,454,15,388,16,H91
1584,57995_000109_Sideline_78,470,15,201,18,H93
1585,57995_000109_Sideline_78,455,16,425,16,H94
1586,57995_000109_Sideline_78,451,15,370,17,V75
1587,57995_000109_Sideline_78,513,16,275,16,V74
1588,57995_000109_Sideline_78,445,14,410,17,V77
1589,57995_000109_Sideline_78,493,14,315,13,V65
1591,57995_000109_Sideline_79,1107,19,319,18,H30
1592,57995_000109_Sideline_79,798,16,472,17,H21
1593,57995_000109_Sideline_79,760,16,143,17,H23
1594,57995_000109_Sideline_79,652,16,230,16,H59
1595,57995_000109_Sideline_79,281,15,337,14,V27
